row_number,transction_year,transction_month,listing_province_name_en,listing_province_name_th,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_asking_price_sqm,day
677,2019,12,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,65,93435,2022-09-05
1149,2021,8,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,4239,157121,2022-09-05
1000,2020,12,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,604,73535,2022-09-05
847,2021,4,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,272,58714,2022-09-05
215,2021,8,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,200,100201,2022-09-05
771,2019,10,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,1654,111034,2022-09-05
314,2019,8,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,67,61222,2022-09-05
1050,2019,7,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,135,73092,2022-09-05
1784,2020,12,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,19,31331,2022-09-05
2054,2021,12,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,บ้าน,Detached House,61,27957,2022-09-05
351,2021,8,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,728,128520,2022-09-05
1938,2019,11,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,บ้าน,Detached House,15,24155,2022-09-05
1813,2021,8,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,19,28736,2022-09-05
1513,2020,12,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,248,192037,2022-09-05
1698,2019,10,BANGKOK,กรุงเทพมหานคร,มีนบุรี,MIN BURI,คอนโด,Condo,17,75536,2022-09-05
190,2021,8,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,60,57684,2022-09-05
1179,2019,8,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,22,68490,2022-09-05
1997,2021,8,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,14,45178,2022-09-05
56,2020,5,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,25,61763,2022-09-05
595,2019,8,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,134,69308,2022-09-05
83,2022,1,BANGKOK,กรุงเทพมหานคร,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,83,98123,2022-09-05
848,2021,9,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,คอนโด,Condo,32,117204,2022-09-05
662,2020,7,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,20,71917,2022-09-05
845,2021,3,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,353,141503,2022-09-05
412,2021,6,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,125,50979,2022-09-05
1960,2021,11,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,ทาวน์โฮม,Townhome,13,35043,2022-09-05
1580,2021,1,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,349,69044,2022-09-05
822,2021,3,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,1077,118875,2022-09-05
726,2019,2,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,18,75384,2022-09-05
825,2021,8,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,99,84183,2022-09-05
2009,2020,9,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,37,86573,2022-09-05
1254,2019,10,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,285,68532,2022-09-05
2085,2019,2,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,27,31174,2022-09-05
1692,2021,2,BANGKOK,กรุงเทพมหานคร,ทุ่งครุ,THUNG KHRU,คอนโด,Condo,11,32565,2022-09-05
655,2020,4,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,13,66725,2022-09-05
1401,2019,5,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,18,49845,2022-09-05
1868,2019,10,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,16,24549,2022-09-05
1269,2020,12,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,947,147684,2022-09-05
496,2020,2,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,169,90615,2022-09-05
289,2019,11,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,137,64605,2022-09-05
1690,2019,11,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,58,58629,2022-09-05
503,2020,5,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,28,59117,2022-09-05
2209,2021,12,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,18,26731,2022-09-05
1018,2021,1,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,134,67529,2022-09-05
536,2021,3,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,1481,107793,2022-09-05
207,2022,2,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,61,72127,2022-09-05
1705,2021,9,NONTHABURI,นนทบุรี,บางใหญ่,BANG YAI,คอนโด,Condo,16,74990,2022-09-05
2180,2020,1,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,63,34680,2022-09-05
587,2020,11,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,145,109281,2022-09-05
218,2020,5,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,14,47989,2022-09-05
1038,2021,11,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,109,53678,2022-09-05
121,2020,10,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,64,181509,2022-09-05
1905,2021,5,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,บ้าน,Detached House,28,24210,2022-09-05
127,2021,5,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,57,66915,2022-09-05
1571,2021,3,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,411,68953,2022-09-05
1683,2019,7,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,61,141767,2022-09-05
947,2021,9,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,90,65943,2022-09-05
355,2019,6,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,275,121122,2022-09-05
1759,2021,3,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,14,24556,2022-09-05
724,2021,6,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,187,72598,2022-09-05
228,2019,1,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,38,68925,2022-09-05
271,2019,12,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,39,117896,2022-09-05
483,2020,4,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,55,77232,2022-09-05
1250,2021,3,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,455,140028,2022-09-05
1615,2020,3,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,64,73679,2022-09-05
1641,2019,8,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,25,94367,2022-09-05
1901,2022,1,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,20,37764,2022-09-05
338,2021,8,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,201,82072,2022-09-05
1002,2021,5,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,75,54675,2022-09-05
628,2019,4,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,98,119296,2022-09-05
2188,2019,11,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,บ้าน,Detached House,22,34157,2022-09-05
1405,2021,2,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,117,58176,2022-09-05
1633,2019,2,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,13,77808,2022-09-05
898,2021,11,BANGKOK,กรุงเทพมหานคร,ดุสิต,DUSIT,คอนโด,Condo,12,104193,2022-09-05
1071,2021,9,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,234,119417,2022-09-05
303,2021,1,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,1020,117898,2022-09-05
130,2021,6,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,427,79430,2022-09-05
987,2020,6,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,18,56866,2022-09-05
1365,2021,4,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,384,184771,2022-09-05
918,2019,9,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,53,68421,2022-09-05
1833,2020,12,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,46,27244,2022-09-05
1127,2019,11,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,1943,112803,2022-09-05
992,2020,9,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,49,62665,2022-09-05
2129,2021,2,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,32,57426,2022-09-05
192,2021,12,BANGKOK,กรุงเทพมหานคร,ตลิ่งชัน,TALING CHAN,คอนโด,Condo,18,65590,2022-09-05
1329,2019,1,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,116,119113,2022-09-05
61,2021,5,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,143,56990,2022-09-05
394,2019,7,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,156,152487,2022-09-05
1083,2020,1,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,235,170590,2022-09-05
1651,2019,8,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,16,62572,2022-09-05
1145,2021,4,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,152,78531,2022-09-05
1234,2020,11,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,117,79379,2022-09-05
210,2021,3,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,323,90598,2022-09-05
751,2020,5,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,156,92311,2022-09-05
1217,2021,5,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,คอนโด,Condo,118,87604,2022-09-05
788,2019,12,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,44,77932,2022-09-05
52,2020,12,SAMUT PRAKAN,สมุทรปราการ,บางเสาธง,BANG SAO THONG,คอนโด,Condo,18,64298,2022-09-05
332,2019,11,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,42,59997,2022-09-05
1298,2020,11,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,96,125836,2022-09-05
386,2019,9,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,128,131720,2022-09-05
1897,2019,11,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,24,24969,2022-09-05
1707,2019,2,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,42,72173,2022-09-05
852,2019,6,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,36,84700,2022-09-05
1764,2021,1,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,11,33778,2022-09-05
33,2021,1,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,108,72497,2022-09-05
317,2019,4,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,32,64556,2022-09-05
1015,2020,4,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,28,60714,2022-09-05
2084,2021,11,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,บ้าน,Detached House,29,29955,2022-09-05
2165,2021,6,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,13,25739,2022-09-05
2152,2021,7,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,15,31699,2022-09-05
2000,2021,5,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,20,28923,2022-09-05
8,2021,11,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,1120,86725,2022-09-05
135,2021,4,NAKHON PATHOM,นครปฐม,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,11,59760,2022-09-05
2026,2021,11,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,บ้านแฝด,Twin house,19,40989,2022-09-05
1162,2021,6,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,643,87638,2022-09-05
1619,2019,12,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,30,54427,2022-09-05
1284,2020,7,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,105,109149,2022-09-05
949,2019,12,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,170,106669,2022-09-05
1460,2019,9,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,90,66114,2022-09-05
1167,2020,3,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,14,82394,2022-09-05
1947,2021,8,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,14,203242,2022-09-05
82,2019,7,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,คอนโด,Condo,11,132133,2022-09-05
868,2021,4,BANGKOK,กรุงเทพมหานคร,มีนบุรี,MIN BURI,คอนโด,Condo,17,71146,2022-09-05
